City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
305,sangkhla buri,15.1555,98.4536,25.42,93,100,0.58,TH,1696152577
306,banff,51.1762,-115.5698,1.21,100,99,0.0,CA,1696152577
307,mizdah,31.4451,12.9801,22.46,48,0,1.51,LY,1696152578
308,bilibino,68.0546,166.4372,-7.8,93,77,0.68,RU,1696152578
309,bubaque,11.2833,-15.8333,28.0,78,100,4.3,GW,1696152466
310,maryborough,-25.5333,152.7,18.16,76,1,1.89,AU,1696152579
311,tual,-5.6667,132.75,26.35,85,60,2.39,ID,1696152579
312,smithers,54.7804,-127.1743,7.18,81,100,1.54,CA,1696152579
313,ola,59.5833,151.2833,8.01,88,99,1.55,RU,1696152580
314,alzamay,55.5562,98.6644,5.7,47,81,4.47,RU,1696152580
315,timbuktu,16.7735,-3.0074,35.7,12,77,4.24,ML,1696152580
316,udachny,66.4167,112.4,1.92,93,100,6.46,RU,1696152581
317,genhe,50.7833,121.5167,9.83,53,96,1.67,CN,1696152581
318,isafjordur,66.0755,-23.124,8.02,76,75,4.12,IS,1696152581
319,tuy hoa,13.0833,109.3,27.78,84,100,2.96,VN,1696152582
320,whistler,50.1164,-122.9695,5.31,74,37,1.35,CA,1696152582
321,invercargill,-46.4,168.35,14.45,71,100,6.71,NZ,1696152582
322,nanakuli,21.3906,-158.1547,25.97,69,0,3.09,US,1696152583
323,ikalamavony,-21.15,46.5833,32.35,24,0,3.34,MG,1696152583
324,saryozek,44.3583,77.9753,21.26,23,17,1.56,KZ,1696152583
325,nikfer,37.4054,29.1373,18.63,57,64,2.29,TR,1696152584
326,sona,45.4388,10.8255,24.77,56,0,1.03,IT,1696152584
327,gonbad-e kavus,37.25,55.1672,28.53,19,26,2.94,IR,1696152584
328,hadibu,12.65,54.0333,28.76,73,91,0.94,YE,1696152310
329,popondetta,-8.7537,148.2534,23.75,97,79,0.63,PG,1696152585
330,myronivka,49.6601,30.9823,20.61,56,82,5.92,UA,1696152585
331,kirsanov,52.6549,42.7224,23.2,35,6,5.41,RU,1696152586
332,kwang binh,17.4833,106.6,28.87,75,17,2.27,VN,1696152417
333,krasnokuts'k,50.066,35.1628,24.47,25,7,0.9,UA,1696152586
334,torghay,49.6339,63.4981,18.8,37,20,4.68,KZ,1696152587
335,tlahualilo de zaragoza,26.1167,-103.45,22.92,55,95,3.09,MX,1696152587
336,raduzhny,62.0961,77.475,3.67,61,100,5.46,RU,1696152587
337,gadzhiyevo,69.2551,33.3362,7.13,83,100,8.25,RU,1696152588
338,saint-francois,46.4154,3.9054,17.6,77,0,0.51,FR,1696152588
339,priozersk,61.0393,30.1291,14.5,80,100,7.0,RU,1696152588
340,muang phon-hong,18.4928,102.4172,29.09,81,54,1.0,LA,1696152589
341,konotop,51.2403,33.2026,21.32,37,67,4.25,UA,1696152589
342,crixas,-14.5489,-49.9692,24.8,64,12,0.51,BR,1696152589
343,akureyri,65.6835,-18.0878,0.96,100,20,1.03,IS,1696152590
344,tonghae,37.5439,129.1069,18.07,64,3,0.45,KR,1696152590
345,swan hill,-35.3378,143.5544,16.6,34,0,3.56,AU,1696152590
346,uturoa,-16.7333,-151.4333,25.91,80,6,9.09,PF,1696152591
347,constitucion,-35.3333,-72.4167,10.24,92,100,0.51,CL,1696152591
348,pisco,-13.7,-76.2167,18.03,88,0,0.51,PE,1696152591
349,dhidhdhoo,6.8833,73.1,27.19,81,81,7.43,MV,1696152592
350,ocean shores,46.9737,-124.1563,11.12,97,100,0.89,US,1696152592
351,viedma,-40.8135,-62.9967,5.73,62,60,4.79,AR,1696152494
352,brokopondo,4.75,-55.1667,25.23,78,100,4.05,SR,1696152593
353,extrema,-22.8547,-46.3183,17.96,96,55,2.47,BR,1696152491
354,orkney,-26.9802,26.6727,25.51,11,0,2.64,ZA,1696152593
355,farsan,32.2569,50.561,25.02,10,1,2.79,IR,1696152594
356,ilebo,-4.3167,20.5833,33.31,47,84,1.56,CD,1696152594
357,corsicana,32.0954,-96.4689,22.31,75,0,2.06,US,1696152594
358,al bardiyah,31.7561,25.0865,25.91,53,46,5.87,LY,1696152595
359,turpan,42.9333,89.1667,29.78,18,2,0.26,CN,1696152020
